loan_amt_requested,mort_due,current_property_value,years_on_job,no_of_derog,no_of_delinq,age_of_oldest_cl,no_of_recent_credit_inquiries,no_of_cl,debt_to_income_ratio,cl_delinquency_ratio,approx_income,combined_ltv_ratio,loan_reason_homeImp,job_mgr,job_office,job_profExe,job_sales,job_self,income_group_high,income_group_lowMed,job_other_nonProvided,loan_reason_debtCon_np
27700,77886.0,114494.0,9.0,0,0,118.4713538,0,18,28.34407839,0.0,274787.555,0.9221967963386728,0,0,0,1,0,0,1,0,0,1
28600,94165.0,130285.0,10.0,0,1,137.8133309,0,28,42.08001604,0.035714286,223776.0554,0.94228038530913,0,0,1,0,0,0,1,0,0,1
40400,145423.0,203712.0,5.0,0,0,150.8043968,0,31,37.30801307,0.0,389790.2569,0.912184849198869,1,0,0,1,0,0,1,0,0,0
10000,15548.22357,23400.0,28.0,0,0,206.9666667,1,5,34.87164312,0.0,44587.01162,1.091804426068376,1,0,0,0,0,0,0,1,1,0
32600,233216.0,38583.0,4.0,0,1,226.1469888,2,49,40.22218286,0.020408163,579819.3519,6.889459088199466,0,1,0,0,0,0,1,0,0,1
9700,53000.0,56000.0,2.0,0,0,75.03333333,5,18,36.17090549,0.0,146526.6055,1.1196428571428572,0,0,1,0,0,0,0,1,0,1
10800,75378.0,86060.0,6.0,0,0,102.6650708,0,23,30.09500969,0.0,250466.7743,1.0013711364164537,0,1,0,0,0,0,1,0,0,1
14600,46057.0,63603.0,8.0,0,0,107.1210392,2,19,41.93203663,0.0,109837.2598,0.9536814301212208,0,0,0,0,0,0,0,1,1,1
13900,62103.0,80000.0,5.5,0,0,120.7,1,20,36.17090549,0.0,171693.2412,0.9500375,0,0,1,0,0,0,1,0,0,1
13000,137618.0,159000.0,9.0,2,6,106.5333333,6,37,33.37804123,0.162162162,412301.0067,0.9472830188679244,0,0,0,1,0,0,1,0,0,1
21800,67305.0,99006.0,8.0,2,1,245.0877745,1,14,41.56766275,0.071428571,161916.7294,0.8999959598408177,0,0,0,0,0,0,1,0,1,1
17500,51102.0,69532.0,5.0,0,0,108.3160802,2,49,31.49594572,0.0,162249.4541,0.9866248633722604,0,0,0,0,0,0,1,0,1,1
6600,68733.0,81973.0,5.0,0,0,96.9776672,0,14,42.21104678,0.0,162831.7828,0.9189977187610556,1,0,0,0,0,0,1,0,1,0
36500,87683.0,131532.0,32.0,0,0,351.025752,0,20,40.17865138,0.0,218232.8102,0.944127664750783,0,1,0,0,0,0,1,0,0,1
18900,52640.0,113391.0,16.0,0,0,257.5237966,0,19,27.79232371,0.0,189404.8175,0.6309142700919826,0,0,0,1,0,0,1,0,0,1
17600,62198.0,101183.0,21.0,0,0,230.7167135,1,23,39.13975656,0.0,158912.5878,0.7886502673373986,1,0,0,1,0,0,1,0,0,0
7700,76056.0,83643.0,22.0,0,0,353.1956285,0,47,28.54452887,0.0,266446.857,1.0013509797592148,1,0,0,0,0,0,1,0,1,0
24000,43427.0,68308.0,25.0,0,0,302.772262,2,31,34.87185516,0.0,124533.0935,0.987102535574164,0,0,0,0,0,0,0,1,1,1
21600,105759.0,139002.0,11.0,0,2,213.0345218,0,24,40.9030584,0.083333333,258560.1276,0.9162386152717228,0,0,1,0,0,0,1,0,0,1
12900,87270.0,97929.0,0.0,0,0,65.10749654,1,20,34.69636554,0.0,251524.9037,1.0228839261097329,1,0,0,1,0,0,1,0,0,0
20400,66262.29524,94446.0,6.0,0,0,184.82429,1,16,40.77586435,0.0,162503.7171,0.917585659953836,1,0,0,0,0,0,1,0,1,0
7200,53611.2594,76723.0,10.0,0,0,70.19389019,0,11,41.25070626,0.0,129964.4643,0.7926079454661575,1,0,0,0,0,0,0,1,1,0
36000,204292.0,268436.0,3.0,0,0,243.2954303,0,31,30.93897745,0.0,660306.2443,0.8951556423132516,0,0,0,1,0,0,1,0,0,1
36800,35447.0,59890.0,8.0,0,0,0.0,7,0,31.17384352,0.0,113707.506,1.2063282684922358,0,0,0,0,0,0,0,1,1,1
17000,27088.0,166437.0,7.0,0,0,306.6741711,0,27,26.15671788,0.0,103560.3936,0.2648930225851223,1,0,0,0,0,1,0,1,0,0
15200,70455.27524,100320.0,8.0,0,0,190.256476,0,9,33.79999228,0.0,208447.6075,0.8538205267145136,0,0,0,0,0,0,1,0,1,1
23100,83458.0,107589.0,24.0,0,0,314.066374,1,43,38.04372621,0.0,219373.8845,0.9904172359627844,0,1,0,0,0,0,1,0,0,1
11200,32562.0,47220.0,8.0,0,1,151.2858674,7,29,38.01913505,0.034482759,85646.34614,0.9267683185091063,0,0,0,0,0,0,0,1,1,1
7500,57800.0,109600.0,4.0,0,1,124.1333333,1,18,35.63137756,0.055555556,162216.5741,0.5958029197080292,0,1,0,0,0,0,1,0,0,1
4000,31509.24379,45760.0,0.0,0,0,0.0,0,0,34.87164312,0.0,90357.78349,0.7759887191870629,1,0,0,0,0,0,0,1,1,0
6300,26719.51008,39050.0,8.0,0,0,294.4780476,0,12,31.44775041,0.0,84964.77405,0.8455700404609475,1,0,0,0,0,0,0,1,1,0
38100,204071.0,270794.0,3.0,0,0,230.3985765,0,32,31.36973939,0.0,650534.5724,0.8942997259909747,0,0,0,1,0,0,1,0,0,1
5000,5340.594355,9100.0,1.0,0,0,54.73333333,2,8,35.24522428,0.0,15152.67519,1.13632905,1,0,0,0,0,0,0,1,1,0
13800,78645.0,130104.0,16.0,0,0,295.7213173,0,19,29.96660243,0.0,262442.1644,0.7105469470577385,0,0,0,1,0,0,1,0,0,1
20500,52031.0,64975.0,2.5,1,3,105.5333333,2,33,35.24522428,0.090909091,147625.6743,1.1162908811081185,0,0,0,0,0,0,0,1,1,1
24500,67336.0,96060.0,8.0,0,1,142.3442498,3,25,35.97985624,0.04,187149.1636,0.9560274828232356,0,0,0,1,0,0,1,0,0,1
2400,50000.0,73395.0,5.0,1,0,0.0,1,0,33.37804123,0.0,149799.0839,0.7139450916274951,1,0,0,1,0,0,0,1,0,0
9300,79133.0,100033.0,3.0,0,0,102.1630274,2,31,40.79463545,0.0,193978.9365,0.8840382673717673,0,0,0,0,0,0,1,0,1,1
26400,153853.0,188760.0,2.0,0,0,172.5708333,0,17,43.35819405,0.0,354841.8087,0.954932189023098,1,0,0,0,0,1,1,0,0,0
14700,33150.0,46053.0,8.0,0,0,76.91471756,2,11,30.69643481,0.0,107992.9972,1.0390202592664972,1,0,0,0,0,0,0,1,1,0
10400,64904.0,76767.0,11.0,0,0,245.0180119,4,37,41.42384414,0.0,156682.7062,0.980942331991611,0,0,1,0,0,0,1,0,0,1
18900,17800.0,40798.0,6.0,2,0,167.4666667,2,16,36.17090549,0.0,49210.82224,0.8995538997009658,0,0,1,0,0,0,0,1,0,1
24500,33537.0,57048.0,14.0,0,0,99.37613252,1,24,28.49500481,0.0,117694.3125,1.0173362782218482,0,0,0,0,0,0,0,1,1,1
23000,58577.0,69327.0,4.0,0,2,110.4144797,2,33,133.5282704,0.060606061,43868.61285,1.176698833066482,0,0,0,0,0,0,0,1,1,1
21700,128841.0,172954.0,4.0,0,0,165.3102818,0,37,20.3428108,0.0,633349.0552,0.8704106294159141,0,0,0,1,0,0,1,0,0,1
17000,61000.0,127000.0,9.0,0,5,256.7,0,40,35.63137756,0.125,171197.4225,0.6141732283464567,0,1,0,0,0,0,1,0,0,1
20900,51833.84704,74233.0,6.0,0,0,123.1148817,1,4,20.78174123,0.0,249420.1351,0.9798047639190116,1,0,1,0,0,0,1,0,0,0
11000,83639.0,98081.0,10.0,0,0,155.3712203,4,22,42.53968571,0.0,196614.0525,0.964906556825481,0,0,0,0,0,0,1,0,1,1
5000,39000.0,50340.0,10.0,0,0,179.8333333,0,19,36.17090549,0.0,107821.4645,0.8740564163686929,1,0,1,0,0,0,0,1,0,0
10200,48670.0,90444.0,8.0,1,1,89.35547488,0,7,39.15104729,0.142857143,124313.4051,0.6509000044226262,1,0,0,0,0,0,0,1,1,0
10500,41500.0,56247.0,8.0,0,1,70.03333333,2,24,35.24522428,0.041666667,117746.4489,0.9244937507778191,0,0,0,0,0,0,0,1,1,1
12600,103946.0,113900.0,17.0,0,2,194.3599393,1,16,36.41457282,0.125,285451.6529,1.0232309043020194,0,0,0,0,0,0,1,0,1,1
5500,8104.506265,12972.0,1.0,0,1,82.29426635,0,2,36.9867441,0.5,21911.92132,1.0487593482115325,1,0,0,0,0,0,0,1,1,0
34800,115191.0,165667.0,8.0,0,0,244.09767,4,14,36.13117578,0.0,318813.3171,0.9053764479347124,0,0,0,0,0,0,1,0,1,1
22600,239115.0,264462.0,5.0,0,0,244.1797304,2,50,36.70087056,0.0,651524.0548,0.989612874439428,1,0,0,0,0,1,1,0,0,0
18900,83474.0,104133.0,4.0,0,0,109.9887849,1,24,38.86401954,0.0,214784.7829,0.983108140551026,1,0,0,1,0,0,1,0,0,0
31800,195134.0,299299.0,29.0,0,0,161.8851264,0,22,38.63702392,0.0,505044.0748,0.758218370258504,0,0,0,0,0,0,1,0,1,1
21900,61468.0,87450.0,5.0,0,0,166.6108166,0,16,38.2012104,0.0,160905.8963,0.9533218982275586,0,0,1,0,0,0,1,0,0,1
29000,72478.0,113000.0,1.5,0,6,114.6666667,4,12,35.24522428,0.5,205639.2078,0.8980353982300885,0,0,0,0,0,0,1,0,1,1
79200,22940.0,110114.0,28.0,0,1,144.6161263,0,13,32.36651159,0.076923077,70875.72579,0.9275841400730152,1,0,0,0,0,0,0,1,1,0
24000,137000.0,204963.0,5.0,0,0,189.7,1,28,33.37804123,0.0,410449.49,0.7855076282060665,1,0,0,1,0,0,1,0,0,0
12000,46000.0,60200.0,4.0,0,0,176.5,0,14,35.24522428,0.0,130514.1361,0.9634551495016612,0,0,0,0,0,0,0,1,1,1
16100,94089.0,159427.0,6.0,0,0,101.9604601,0,16,35.99497953,0.0,261394.7868,0.6911564540510704,1,0,0,1,0,0,1,0,0,0
12800,29100.0,39264.0,7.0,0,0,93.39500247,2,12,31.28306102,0.0,93021.58757,1.0671352893235533,1,0,0,0,0,0,0,1,1,0
9900,52800.0,66000.0,29.0,1,3,188.9333333,1,24,35.24522428,0.125,149807.5302,0.95,1,0,0,0,0,0,0,1,1,0
26900,113724.0,151969.0,4.0,0,0,294.8927627,1,36,42.39724899,0.0,268234.3848,0.9253466167442044,0,0,1,0,0,0,1,0,0,1
17200,50742.0,71000.0,15.0,0,0,0.0,0,0,35.24522428,0.0,143968.4412,0.9569295774647888,0,0,0,0,0,0,0,1,1,1
20200,33000.0,62400.0,1.0,0,0,123.8,2,2,35.24522428,0.0,93629.70635,0.8525641025641025,1,0,0,0,0,0,0,1,1,0
17600,64857.0,82449.0,1.0,0,0,312.882474,3,15,43.47886256,0.0,149169.0357,1.000097029678953,0,0,0,0,0,0,0,1,1,1
23200,131804.0,171144.0,6.0,0,0,197.768728,0,37,19.77885179,0.0,666388.5316,0.905693451128874,0,0,0,1,0,0,1,0,0,1
8000,41000.0,54000.0,4.0,0,0,189.7,1,22,35.63137756,0.0,115067.1201,0.9074074074074074,0,1,0,0,0,0,0,1,0,1
25200,22773.0,72541.0,8.0,1,2,92.583557,1,26,30.42091482,0.076923077,74859.68168,0.6613225624129803,0,0,0,0,0,0,0,1,1,1
15900,95120.0,114674.0,4.0,0,1,278.8920593,0,34,28.23229678,0.029411765,336919.0992,0.9681357587596142,0,0,1,0,0,0,1,0,0,1
21500,110712.0,178045.0,6.0,0,0,212.6040797,4,24,43.3108563,0.0,255621.822,0.7425763149765509,0,0,1,0,0,0,1,0,0,1
10000,48300.0,74600.0,14.0,0,1,179.1,2,31,35.24522428,0.032258065,137039.8429,0.7815013404825737,0,0,0,0,0,0,0,1,1,1
12500,55228.0,66569.0,3.0,0,0,198.8151672,1,17,27.99687276,0.0,197264.8891,1.017410506391864,0,1,0,0,0,0,1,0,0,1
21100,91479.0,127110.0,25.0,0,0,279.4682368,3,16,33.07852222,0.0,276551.0484,0.8856816930217921,0,0,1,0,0,0,1,0,0,1
15700,64793.0,99157.0,22.0,0,0,244.7316736,1,23,38.32818888,0.0,169047.9042,0.8117732484847262,1,0,0,1,0,0,1,0,0,0
13100,48153.0,70059.0,11.0,0,0,242.6505336,0,18,30.89311822,0.0,155869.6654,0.8743059421344866,0,0,0,0,0,0,1,0,1,1
10000,34767.0,51000.0,23.0,0,1,121.7333333,0,23,35.24522428,0.043478261,98643.15154,0.8777843137254902,1,0,0,0,0,0,0,1,1,0
13900,85358.0,101401.0,0.0,0,0,145.7941061,0,22,40.11441144,0.0,212786.3701,0.9788660861332728,0,0,0,0,0,0,1,0,1,1
22900,107241.0,138883.0,9.0,1,0,201.7857441,5,18,41.14075208,0.0,260668.5454,0.93705493112908,0,1,0,0,0,0,1,0,0,1
26800,138216.0,170052.0,10.0,0,0,199.7387114,1,29,76.42147805,0.0,180860.1502,0.9703855291322654,0,0,0,1,0,0,1,0,0,1
25000,82000.0,128325.0,8.0,0,1,10.13333333,0,41,35.63137756,0.024390244,230134.2401,0.8338203779466199,0,1,0,0,0,0,1,0,0,1
15000,73500.0,105000.0,1.0,0,2,205.9333333,2,25,35.24522428,0.08,208538.8914,0.8428571428571429,0,0,0,0,0,0,1,0,1,1
25000,50932.2921,72970.0,1.8,4,0,198.8,0,18,33.37804123,0.0,152592.214,1.0405960271344388,0,0,0,1,0,0,1,0,0,1
9700,73085.0,92000.0,8.0,0,3,173.5,0,34,35.24522428,0.088235294,207361.4269,0.8998369565217391,0,0,0,0,0,0,1,0,1,1
17200,89507.0,121047.0,14.0,0,0,118.866134,1,9,34.6028274,0.0,258669.6138,0.881533619172718,0,0,0,0,0,0,1,0,1,1
9800,15021.0,31900.0,6.0,0,0,276.7342017,0,11,22.29124919,0.0,67385.18723,0.7780877742946708,0,0,0,0,0,0,0,1,1,1
14000,83645.0,101615.0,5.0,0,0,116.3376843,0,26,28.29673484,0.0,295599.4763,0.9609309649165968,1,0,0,1,0,0,1,0,0,0
58900,40100.0,70672.0,3.0,0,0,112.3195141,0,20,30.38843059,0.0,131958.1144,1.4008376726284808,0,0,0,0,0,0,0,1,1,1
15200,137128.0,184660.0,11.0,0,0,254.3560201,0,21,28.81503564,0.0,475890.4404,0.8249106465937398,0,1,0,0,0,0,1,0,0,1
15000,40000.0,58000.0,4.0,7,0,268.8333333,3,26,33.37804123,0.0,119839.2672,0.9482758620689656,0,0,0,1,0,0,0,1,0,1
11400,51203.0,60716.0,2.0,0,0,99.10408262,0,20,38.23531293,0.0,133915.4726,1.031079122471836,0,0,0,0,0,0,0,1,1,1
6100,62751.0,95617.0,1.0,0,0,138.6468632,1,13,31.75727069,0.0,197595.6958,0.7200706987251221,1,0,0,0,0,0,1,0,1,0
13200,65372.0,81426.0,4.0,0,1,102.6208363,3,29,38.93416913,0.034482759,167903.9298,0.9649497703436248,0,0,0,0,0,0,1,0,1,1
10800,64305.0,107374.0,9.0,0,0,97.86132576,0,36,36.99638566,0.0,173814.2763,0.6994710078790024,0,0,0,1,0,0,1,0,0,1
16900,67111.0,96985.0,21.0,0,0,233.7843986,1,23,37.32471132,0.0,179803.1321,0.8662267360932103,1,0,0,1,0,0,1,0,0,0
14700,94672.0,127424.6332,14.0,0,1,67.03803191,0,11,40.31743443,0.090909091,234816.5287,0.8583269753528315,0,0,0,0,0,0,1,0,1,1
19600,128876.0,162994.0,2.0,0,1,382.312217,0,52,36.06796344,0.019230769,357314.3247,0.910929236659018,0,0,1,0,0,0,1,0,0,1
22500,62137.0,95708.0,4.0,0,0,187.1661489,0,16,37.46041757,0.0,165873.7516,0.8843252392694445,0,0,1,0,0,0,1,0,0,1
24700,55435.0,89663.0,7.0,0,0,252.6220694,2,26,34.74184793,0.0,159562.612,0.8937354315603984,0,1,0,0,0,0,1,0,0,1
10700,110789.0,126781.0,6.0,0,1,178.6374675,0,19,31.88893638,0.052631579,347421.4338,0.958258729620369,0,0,0,0,0,1,1,0,0,1
26400,59288.0,87753.0,8.0,1,1,145.8824924,3,29,38.97248671,0.034482759,152127.8343,0.976468040978656,0,0,0,0,0,0,1,0,1,1
10900,22513.0,52355.0,1.0,0,0,248.5834087,0,10,39.20462501,0.0,57424.34725,0.6382007449145258,1,0,0,0,0,0,0,1,1,0
8200,34058.29581,49331.0,9.0,0,0,305.8880822,2,12,33.71861386,0.0,101007.4019,0.8566275933996879,1,0,0,0,0,0,0,1,1,0
20100,36486.0,46883.0,3.0,0,0,117.783379,0,10,24.85145676,0.0,146816.343,1.20696201181665,1,0,0,0,0,1,0,1,0,0
25900,108319.0,135884.0,8.0,1,0,188.3758019,5,18,40.50485505,0.0,267422.263,0.987746901769156,0,1,0,0,0,0,1,0,0,1
7000,138841.0,160000.0,11.0,8,0,86.2,2,36,35.63137756,0.0,389659.3663,0.91150625,0,1,0,0,0,0,1,0,0,1
24900,46116.0,77519.0,9.0,0,0,120.0835519,1,19,42.92950927,0.0,107422.6116,0.9161108889433558,0,0,0,0,0,0,0,1,1,1
12900,83886.0,100782.0,5.0,0,0,115.076186,1,27,27.97970643,0.0,299810.1506,0.9603500625111628,1,0,0,1,0,0,1,0,0,0
15500,46125.0,63276.0,27.0,0,0,298.476411,0,16,39.30720132,0.0,117344.91,0.973907958783741,0,1,0,0,0,0,0,1,0,1
16200,46115.0,61917.0,2.0,0,0,259.3606975,0,47,43.71749944,0.0,105484.0752,1.0064279600109824,1,0,0,0,0,0,0,1,1,0
10100,154005.0,175684.0,4.0,0,0,189.3663073,0,56,33.97122188,0.0,453339.5959,0.9340918922611052,1,0,1,0,0,0,1,0,0,0
6500,58689.0,72557.0,0.0,0,1,94.00805286,2,18,34.89841307,0.055555556,168170.9707,0.8984522513334344,0,0,0,0,0,0,1,0,1,1
10200,57142.0,72664.0,19.0,0,0,158.1858039,1,12,32.49748842,0.0,175835.1269,0.9267587801387208,0,0,0,0,0,0,1,0,1,1
11700,54085.0,68239.0,2.0,1,2,8.055265077,3,15,32.01265858,0.133333333,168948.7921,0.9640381599964828,1,0,0,0,0,0,1,0,1,0
30300,18306.0,66747.0,1.0,0,0,95.18143755,1,6,37.58289841,0.0,48708.32419,0.728212503932761,0,0,0,0,0,0,0,1,1,1
19500,98718.0,122659.0,0.0,0,1,324.2570838,0,20,42.54602091,0.05,232026.3984,0.9637939327729722,1,1,0,0,0,0,1,0,0,0
16600,81275.0,106691.0,1.0,0,0,289.376138,1,20,38.47524099,0.0,211239.7425,0.9173688502310412,0,0,0,1,0,0,1,0,0,1
9500,50400.0,63000.0,1.0,0,0,91.26666667,8,22,35.24522428,0.0,142998.097,0.9507936507936507,0,0,0,0,0,0,0,1,1,1
27900,90694.0,121543.0,5.0,2,1,107.0462506,8,15,0.838117525,0.066666667,10821155.42,0.975736981973458,0,1,0,0,0,0,1,0,0,1
5100,72891.0,80691.0,1.0,1,0,273.8817052,0,6,39.85214652,0.0,182903.5733,0.9665390192214746,1,0,0,0,0,0,1,0,1,0
13000,29461.0,49326.0,11.0,0,0,171.5976685,1,8,38.91799988,0.0,75700.19038,0.8608239062563354,1,0,0,1,0,0,0,1,0,0
17500,73071.0,94267.0,1.0,0,0,160.4547005,3,19,32.27680932,0.0,226388.5481,0.9607922178493004,0,0,1,0,0,0,1,0,0,1
19200,54483.0,81690.0,16.0,0,0,198.7025164,0,21,37.74942653,0.0,144328.0203,0.9019831068674256,0,0,0,0,0,0,0,1,1,1
21900,10421.0,24808.0,8.0,0,0,61.28669845,2,19,40.01662162,0.0,26041.67863,1.3028458561754273,0,0,0,0,0,0,0,1,1,1
21800,32335.0,49621.0,3.0,1,0,115.1302076,0,10,26.92602147,0.0,120088.2946,1.0909695491828058,1,0,0,0,0,1,0,1,0,0
23500,46111.86412,66217.0,24.0,0,1,122.1475515,1,8,20.17202126,0.125,228593.1763,1.051268769651298,0,0,0,0,0,0,1,0,1,1
59700,39253.0,69299.0,2.0,0,0,110.876229,0,21,29.31950054,0.0,133880.1797,1.4279138227102843,0,0,0,0,0,0,0,1,1,1
25000,94000.0,141750.0,22.0,0,0,209.0,0,13,35.63137756,0.0,263812.4216,0.8395061728395061,0,1,0,0,0,0,1,0,0,1
9000,56162.0,75526.0,6.0,0,0,127.7869696,0,15,35.73405682,0.0,157166.594,0.862775732860207,1,0,0,0,0,0,1,0,1,0
11100,68784.0,85464.0,2.0,0,0,117.9983043,0,14,36.04425176,0.0,190832.0929,0.934709351305813,0,0,0,1,0,0,1,0,0,1
32300,167000.0,221100.0,4.0,0,0,185.7,3,21,35.63137756,0.0,468688.0256,0.901402080506558,0,1,0,0,0,0,1,0,0,1
25600,111000.0,153000.0,7.0,0,0,112.6333333,3,27,33.37804123,0.0,332553.9664,0.8928104575163399,0,0,0,1,0,0,1,0,0,1
24800,37200.0,67000.0,10.0,1,8,242.4666667,4,23,35.24522428,0.347826087,105546.2144,0.9253731343283582,0,0,0,0,0,0,0,1,1,1
26400,43781.0,66030.0,17.0,0,0,184.3849541,2,21,31.48990578,0.0,139031.8546,1.062865364228381,0,0,1,0,0,0,0,1,0,1
8000,84282.0,121045.0,28.0,0,0,330.1748556,1,37,35.36268639,0.0,238335.9654,0.7623776281548185,1,0,1,0,0,0,1,0,0,0
27100,33649.0,63214.0,2.0,0,0,113.0367365,2,6,37.83786387,0.0,88929.43881,0.9610054734710666,0,0,1,0,0,0,0,1,0,1
22400,91402.0,100845.0,2.0,1,0,132.2166218,0,20,35.68247123,0.0,256153.7832,1.1284843076007736,0,0,0,1,0,0,1,0,0,1
50700,58352.45333,83365.0,9.0,0,0,190.229251,0,21,25.65597685,0.0,227441.9472,1.3081323496671264,1,0,0,0,0,1,1,0,0,0
10300,58572.0,75946.0,5.0,0,0,85.01005286,2,14,27.76943894,0.0,210922.5186,0.9068548705659284,0,0,1,0,0,0,1,0,0,1
7000,58114.0,93391.0,6.0,0,0,200.0777551,1,24,31.73651179,0.0,183114.012,0.6972192181259436,1,0,0,1,0,0,1,0,0,0
15300,64744.71344,92320.0,28.0,0,0,325.9984486,0,15,15.33556026,0.0,422186.8152,0.8670354575389947,0,0,1,0,0,0,1,0,0,1
25600,140649.0,212089.0,4.0,0,0,187.8714209,0,29,40.03321863,0.0,351330.7319,0.7838643211104772,1,0,0,1,0,0,1,0,0,0
18100,53524.0,102133.0,0.0,0,3,52.94238739,1,9,40.61679727,0.333333333,131777.9923,0.701281662146417,1,0,0,0,0,0,0,1,1,0
8400,44800.0,56000.0,0.0,1,5,314.5,4,42,35.24522428,0.119047619,127109.4195,0.95,0,0,0,0,0,0,0,1,1,1
16400,35573.73615,51454.0,8.0,0,0,338.1108068,0,17,33.49183609,0.0,106216.1419,1.010100986317876,0,0,0,0,0,0,0,1,1,1
28900,102108.0,147463.0,19.0,0,0,205.8658949,0,13,41.65421132,0.0,245132.4771,0.8884126865722249,0,1,0,0,0,0,1,0,0,1
29400,109457.0,145453.0,15.0,0,0,222.858711,1,40,40.69741846,0.0,268953.1773,0.9546520181776932,0,0,0,0,0,0,1,0,1,1
21100,61427.0,83722.0,19.0,0,0,220.5535336,0,21,32.72762776,0.0,187691.575,0.9857265712715894,0,0,0,0,0,0,1,0,1,1
5000,51209.0,55320.0,5.0,0,1,69.1074656,0,15,35.02507297,0.066666667,146206.6904,1.0160701373825018,0,0,0,0,0,0,0,1,1,1
5000,12457.0,53448.0,6.0,0,0,207.1434813,0,12,44.10795169,0.0,28242.07319,0.3266165244723844,1,0,0,0,0,1,0,1,0,0
20900,69233.0,105434.0,8.0,2,0,242.1642572,1,13,40.16365053,0.0,172377.2592,0.8548760361932584,0,0,0,0,0,0,1,0,1,1
26800,148471.0,183284.0,4.0,0,0,323.262383,0,35,37.27227131,0.0,398341.7023,0.9562809628772834,0,0,0,1,0,0,1,0,0,1
13500,67180.0,85634.0,5.0,0,0,147.3553126,0,35,28.52255337,0.0,235532.9101,0.9421491463670972,0,0,0,0,1,0,1,0,0,1
10100,57881.0,69554.0,29.0,0,3,189.9245224,1,24,34.61045543,0.125,167235.5919,0.9773844782471174,1,0,0,0,0,0,1,0,1,0
19100,58453.0,76731.0,15.0,1,0,203.1410764,1,21,36.22872963,0.0,161344.327,1.010712749736091,0,0,0,0,0,0,1,0,1,1
11900,52814.0,72000.0,12.0,0,0,123.6,0,20,35.24522428,0.0,149847.2519,0.8988055555555555,0,0,0,0,0,0,0,1,1,1
27300,149950.0,177309.0,6.0,0,0,328.1681227,0,35,39.15955376,0.0,382920.6046,0.9996672475734452,0,0,0,1,0,0,1,0,0,1
17900,63559.0,81536.0,13.0,0,3,176.8707685,0,13,26.18976709,0.230769231,242686.3889,0.9990556318681318,1,0,0,1,0,0,1,0,0,0
12800,67060.0,83989.0,9.0,0,3,116.4667574,2,24,43.57230751,0.125,153905.0921,0.9508388003190894,0,0,1,0,0,0,1,0,0,1
12800,76783.0,95007.0,6.0,0,0,140.9720223,2,26,42.15361693,0.0,182150.443,0.942909469828539,0,1,0,0,0,0,1,0,0,1
24200,150939.0,183208.0,1.0,0,0,205.776802,0,34,39.65633406,0.0,380617.6329,0.9559571634426444,0,0,0,0,0,0,1,0,1,1
27500,54511.0,84470.0,9.0,0,1,140.247796,3,29,40.2782983,0.034482759,135335.9062,0.970889073043684,0,0,0,0,0,0,0,1,1,1
17300,20798.0,37980.0,2.0,0,0,219.3093648,0,16,37.76321101,0.0,55074.76574,1.003106898367562,0,0,1,0,0,0,0,1,0,1
16400,71264.0,94726.0,1.0,0,0,177.2573424,1,31,35.03448136,0.0,203411.0318,0.925448134619851,0,0,0,0,0,0,1,0,1,1
20000,135631.66,177000.0,8.0,0,0,321.6333333,0,17,35.63137756,0.0,380652.305,0.8792749152542373,1,1,0,0,0,0,1,0,0,0
15000,54294.0,85460.0,18.0,0,3,118.6666667,1,23,35.24522428,0.130434783,154046.4023,0.8108354785864732,0,0,0,0,0,0,1,0,1,1
12600,62493.0,77141.0,13.0,0,0,266.3331014,0,26,27.0078722,0.0,231388.0914,0.9734512127143802,0,0,0,0,0,0,1,0,1,1
16900,43643.0,80639.0,3.0,0,0,128.5818237,1,8,28.89595485,0.0,151034.9813,0.7507905603988144,0,1,0,0,0,0,1,0,0,1
26000,139904.0,172310.0,6.0,1,0,204.1144147,0,19,34.83482969,0.0,401621.0248,0.962822819337241,0,0,0,0,0,0,1,0,1,1
43300,33756.34985,48908.0,8.0,5,0,123.4028599,0,19,28.19235324,0.0,119735.836,1.5755367189416865,0,0,0,0,0,0,0,1,1,1
22800,52644.0,96376.0,7.0,0,0,238.3801452,0,19,34.94670077,0.0,150640.8297,0.782808998090811,0,0,0,0,0,0,1,0,1,1
9700,59100.0,74986.0,14.0,0,0,244.5333333,1,32,36.17090549,0.0,163390.9884,0.917504600858827,1,0,1,0,0,0,1,0,0,0
8400,77916.0,93589.0,0.0,0,0,0.0,0,0,27.87387063,0.0,279530.6079,0.9222878757118892,0,0,0,1,0,0,1,0,0,1
25700,50800.0,85000.0,23.0,1,2,184.2666667,1,20,35.24522428,0.1,144133.0025,0.9,0,0,0,0,0,0,0,1,1,1
7900,42400.0,53000.0,2.0,0,1,95.36666667,0,20,35.24522428,0.05,120299.9863,0.9490566037735848,0,0,0,0,0,0,0,1,1,1
11900,81849.0,105403.0,5.0,0,1,82.63950538,1,34,36.50598321,0.029411765,224207.0828,0.8894338870810129,1,0,0,1,0,0,1,0,0,0
16000,32918.0,52482.0,3.0,0,0,259.5710207,0,34,40.347344,0.0,81586.53517,0.932091002629473,0,0,0,1,0,0,0,1,0,1
21000,69097.0,105200.0,8.0,1,0,237.8201289,1,13,40.30577357,0.0,171432.0155,0.85643536121673,0,0,0,0,0,0,1,0,1,1
26100,80176.0,113247.0,9.0,0,1,294.7520334,1,29,33.19212531,0.034482759,241551.2693,0.9384442854998366,0,1,0,0,0,0,1,0,0,1
